goodreads_book_id,genre_final
1824,"['fiction', 'historical', 'nonfiction']"
1842,"['fiction', 'historical', 'nonfiction']"
1845,"['fiction', 'historical', 'horror']"
1846,"['philosophy', 'fiction', 'romance']"
1848,"['historical', 'fiction', 'nonfiction']"
1849,"['mystery', 'fiction', 'horror']"
1852,"['historical', 'fiction', 'children']"
1869,"['fiction', 'historical', 'nonfiction']"
1875,"['fiction', 'philosophy', 'romance']"
1885,"['historical', 'fiction', 'romance']"
1897,"['fiction', 'horror', 'historical']"
1898,"['fiction', 'historical', 'horror']"
1911,"['fiction', 'nonfiction', 'historical']"
1934,"['historical', 'fiction', 'children']"
1953,"['historical', 'fiction', 'children']"
1990,"['historical', 'fiction', 'nonfiction']"
2002,"['fantasy', 'fiction', 'children']"
2049,"['mystery', 'fiction', 'historical']"
2050,"['mystery', 'fiction', 'historical']"
2052,"['mystery', 'fiction', 'historical']"
2054,"['mystery', 'fiction', 'historical']"
2067,"['philosophy', 'fiction', 'nonfiction']"
2068,"['nonfiction', 'philosophy', 'fiction']"
2094,"['fiction', 'nonfiction', 'sci-fi']"
2095,"['sci-fi', 'nonfiction', 'fiction']"
2122,"['fiction', 'historical', 'philosophy']"
2137,"['fiction', 'romance', 'poetry']"
2142,"['fiction', 'mystery', 'horror']"
2152,"['fiction', 'romance', 'nonfiction']"
2156,"['historical', 'fiction', 'romance']"
2159,"['fiction', 'nonfiction', 'historical']"
2165,"['historical', 'fiction', 'children']"
2175,"['historical', 'fiction', 'romance']"
2183,"['fiction', 'historical', 'poetry']"
2187,"['fiction', 'historical', 'romance']"
2199,"['historical', 'fiction', 'nonfiction']"
2203,"['historical', 'fiction', 'nonfiction']"
2255,"['philosophy', 'fiction', 'historical']"
2265,"['historical', 'fiction', 'nonfiction']"
2279,"['historical', 'fiction', 'nonfiction']"
2368,"['historical', 'fiction', 'nonfiction']"
2371,"['historical', 'fiction', 'horror']"
2372,"['fiction', 'historical', 'nonfiction']"
2373,"['mystery', 'fiction', 'poetry']"
2430,"['mystery', 'nonfiction', 'fiction']"
2442,"['fantasy', 'fiction', 'horror']"
2493,"['fiction', 'historical', 'sci-fi']"
2517,"['fiction', 'mystery', 'historical']"
2526,"['fiction', 'sci-fi', 'historical']"
2528,"['fiction', 'fantasy', 'nonfiction']"
2530,"['fiction', 'historical', 'romance']"
2547,"['philosophy', 'poetry', 'fiction']"
2612,"['fiction', 'philosophy', 'nonfiction']"
2615,"['fiction', 'nonfiction', 'sci-fi']"
2623,"['historical', 'fiction', 'children']"
2657,"['historical', 'fiction', 'children']"
2666,"['fiction', 'historical', 'mystery']"
2677,"['fiction', 'nonfiction', 'historical']"
2696,"['poetry', 'fiction', 'historical']"
2715,"['fiction', 'historical', 'nonfiction']"
2743,"['fiction', 'historical', 'children']"
2744,"['fantasy', 'fiction', 'horror']"
2748,"['fiction', 'sci-fi', 'historical']"
2767,"['historical', 'fiction', 'nonfiction']"
2784,"['fiction', 'philosophy', 'nonfiction']"
2794,"['fiction', 'historical', 'mystery']"
2839,"['children', 'fiction', 'historical']"
2865,"['fiction', 'historical', 'romance']"
2872,"['fiction', 'historical', 'romance']"
2873,"['fiction', 'historical', 'romance']"
2879,"['graphic', 'horror', 'fiction']"
2880,"['graphic', 'fantasy', 'horror']"
2915,"['fiction', 'children', 'horror']"
2932,"['historical', 'fiction', 'horror']"
2956,"['historical', 'fiction', 'children']"
2978,"['fiction', 'sci-fi', 'fantasy']"
2998,"['historical', 'children', 'fiction']"
3008,"['historical', 'children', 'fiction']"
3028,"['nonfiction', 'fiction', 'philosophy']"
3049,"['historical', 'fiction', 'poetry']"
3061,"['fiction', 'graphic', 'nonfiction']"
3087,"['historical', 'fiction', 'romance']"
3102,"['fiction', 'historical', 'romance']"
3103,"['fiction', 'historical', 'romance']"
3109,"['fiction', 'nonfiction', 'historical']"
3110,"['fiction', 'historical', 'nonfiction']"
3273,"['fiction', 'historical', 'nonfiction']"
3291,"['fiction', 'nonfiction', 'fantasy']"
3300,"['fiction', 'historical', 'romance']"
3304,"['fantasy', 'fiction', 'children']"
3368,"['graphic', 'fiction', 'nonfiction']"
3378,"['fiction', 'historical', 'nonfiction']"
3379,"['fiction', 'poetry', 'children']"
3381,"['fiction', 'mystery', 'philosophy']"
3384,"['fiction', 'sci-fi', 'fantasy']"
3388,"['fiction', 'historical', 'poetry']"
3412,"['fiction', 'romance', 'historical']"
3431,"['fiction', 'philosophy', 'horror']"
3446,"['fiction', 'historical', 'children']"
3447,"['fiction', 'mystery', 'historical']"
3462,"['romance', 'fiction', 'children']"
3463,"['romance', 'fiction', 'mystery']"
3464,"['romance', 'fiction', 'mystery']"
3465,"['fiction', 'historical', 'romance']"
3466,"['romance', 'fiction', 'children']"
3467,"['sci-fi', 'fiction', 'children']"
3473,"['fiction', 'romance', 'nonfiction']"
3476,"['fiction', 'romance', 'children']"
3478,"['romance', 'fiction', 'nonfiction']"
3483,"['fiction', 'mystery', 'nonfiction']"
3507,"['mystery', 'fiction', 'romance']"
3559,"['historical', 'fiction', 'nonfiction']"
3562,"['children', 'historical', 'fiction']"
3579,"['children', 'fiction', 'romance']"
3581,"['mystery', 'historical', 'fiction']"
3586,"['mystery', 'historical', 'fiction']"
3590,"['mystery', 'historical', 'fiction']"
3636,"['fiction', 'children', 'sci-fi']"
3648,"['fiction', 'nonfiction', 'poetry']"
3656,"['fiction', 'historical', 'poetry']"
3679,"['fiction', 'nonfiction', 'romance']"
3682,"['fantasy', 'horror', 'fiction']"
3685,"['historical', 'children', 'fiction']"
3686,"['fiction', 'historical', 'nonfiction']"
3690,"['fiction', 'historical', 'philosophy']"
3692,"['fiction', 'historical', 'philosophy']"
3698,"['fiction', 'historical', 'mystery']"
3710,"['fiction', 'nonfiction', 'poetry']"
3711,"['fiction', 'nonfiction', 'historical']"
3717,"['nonfiction', 'fiction', 'historical']"
3750,"['mystery', 'fiction', 'horror']"
3757,"['fiction', 'mystery', 'horror']"
3758,"['mystery', 'fiction', 'historical']"
3759,"['mystery', 'fiction', 'horror']"
3760,"['mystery', 'fiction', 'horror']"
3762,"['fiction', 'mystery', 'horror']"
3763,"['mystery', 'fiction', 'horror']"
3764,"['mystery', 'fiction', 'horror']"
3805,"['fiction', 'historical', 'children']"
3832,"['mystery', 'fiction', 'historical']"
3836,"['historical', 'fiction', 'horror']"
3858,"['fiction', 'historical', 'philosophy']"
3867,"['fiction', 'romance', 'historical']"
3869,"['nonfiction', 'fiction', 'sci-fi']"
3872,"['fiction', 'historical', 'nonfiction']"
3873,"['philosophy', 'fiction', 'historical']"
3876,"['fiction', 'historical', 'children']"
3882,"['fiction', 'nonfiction']"
3885,"['fiction', 'nonfiction', 'mystery']"
3888,"['fiction', 'nonfiction']"
3895,"['fiction', 'nonfiction']"
3972,"['fiction', 'sci-fi', 'fantasy']"
3973,"['fantasy', 'fiction', 'sci-fi']"
3974,"['horror', 'fiction', 'mystery']"
3977,"['fiction', 'sci-fi', 'fantasy']"
3980,"['children', 'fiction', 'historical']"
3985,"['fiction', 'historical', 'graphic']"
4004,"['fiction', 'philosophy', 'historical']"
4005,"['fiction', 'philosophy', 'poetry']"
4006,"['fiction', 'philosophy', 'fantasy']"
4008,"['philosophy', 'fiction', 'fantasy']"
4009,"['fiction', 'nonfiction', 'historical']"
4031,"['fiction', 'horror', 'mystery']"
4035,"['mystery', 'fiction']"
4069,"['philosophy', 'fiction', 'historical']"
4076,"['fiction', 'nonfiction', 'historical']"
4099,"['historical', 'nonfiction', 'fiction']"
4122,"['fiction', 'nonfiction', 'philosophy']"
4135,"['fiction', 'historical', 'nonfiction']"
4136,"['fiction', 'nonfiction', 'historical']"
4137,"['fiction', 'historical', 'nonfiction']"
4138,"['fiction', 'historical', 'nonfiction']"
4143,"['fiction', 'nonfiction', 'historical']"
4214,"['fiction', 'fantasy', 'philosophy']"
4261,"['fiction', 'poetry', 'nonfiction']"
4264,"['fiction', 'historical', 'fantasy']"
4268,"['fiction', 'romance', 'historical']"
4271,"['fiction', 'children', 'romance']"
4325,"['romance', 'fiction', 'fantasy']"
4339,"['historical', 'fiction', 'nonfiction']"
4364,"['fiction', 'historical', 'nonfiction']"
4373,"['historical', 'fiction', 'nonfiction']"
4381,"['fiction', 'sci-fi', 'historical']"
4395,"['historical', 'fiction', 'children']"
4406,"['historical', 'fiction', 'children']"
4407,"['fantasy', 'fiction', 'horror']"
4473,"['fiction', 'historical', 'children']"
4477,"['fiction', 'nonfiction', 'historical']"
4507,"['historical', 'fiction', 'philosophy']"
4516,"['horror', 'fiction', 'mystery']"
4530,"['romance', 'fiction', 'mystery']"
4538,"['children', 'fiction', 'historical']"
4588,"['fiction', 'children', 'historical']"
4591,"['nonfiction', 'fiction', 'sci-fi']"
4599,"['fiction', 'mystery', 'fantasy']"
4600,"['children', 'fiction', 'poetry']"
4625,"['fiction', 'nonfiction', 'historical']"
4630,"['fiction', 'historical', 'horror']"
4631,"['historical', 'fiction', 'nonfiction']"
4633,"['fiction', 'historical', 'poetry']"
4645,"['fiction', 'historical', 'nonfiction']"
4652,"['fiction', 'historical', 'nonfiction']"
4656,"['fiction', 'poetry', 'romance']"
4657,"['fiction', 'historical', 'poetry']"
4659,"['fiction', 'romance', 'nonfiction']"
4660,"['fiction', 'romance', 'historical']"
4662,"['historical', 'fiction', 'nonfiction']"
4671,"['historical', 'fiction', 'children']"
4687,"['fiction', 'historical', 'romance']"
4692,"['fiction', 'historical', 'horror']"
4701,"['fiction', 'children', 'poetry']"
4708,"['historical', 'fiction', 'romance']"
4796,"['fiction', 'historical', 'poetry']"
4799,"['fiction', 'historical', 'poetry']"
4806,"['fiction', 'nonfiction', 'historical']"
4813,"['historical', 'fiction', 'nonfiction']"
4820,"['historical', 'fiction', 'philosophy']"
4830,"['fiction', 'fantasy', 'historical']"
4835,"['fiction', 'fantasy', 'children']"
4865,"['fiction', 'historical', 'philosophy']"
4866,"['fiction', 'philosophy', 'poetry']"
4887,"['philosophy', 'fiction', 'children']"
4894,"['fiction', 'philosophy', 'poetry']"
4898,"['fiction', 'nonfiction', 'graphic']"
4900,"['historical', 'fiction', 'children']"
4909,"['historical', 'fiction', 'nonfiction']"
4912,"['historical', 'fiction', 'nonfiction']"
4921,"['fiction', 'historical', 'horror']"
4929,"['fiction', 'fantasy', 'poetry']"
4934,"['historical', 'fiction', 'philosophy']"
4948,"['children', 'fiction', 'historical']"
4950,"['fiction', 'horror', 'historical']"
4952,"['fiction', 'historical', 'nonfiction']"
4953,"['fiction', 'historical', 'nonfiction']"
4954,"['fiction', 'poetry', 'horror']"
4955,"['fiction', 'nonfiction', 'historical']"
4965,"['fiction', 'historical', 'nonfiction']"
4978,"['horror', 'fantasy', 'fiction']"
4979,"['fiction', 'historical', 'nonfiction']"
4980,"['fiction', 'historical', 'sci-fi']"
4981,"['fiction', 'historical', 'sci-fi']"
4982,"['fiction', 'sci-fi', 'historical']"
4983,"['fiction', 'historical', 'sci-fi']"
4984,"['fiction', 'nonfiction', 'historical']"
4985,"['fiction', 'nonfiction', 'sci-fi']"
4986,"['fiction', 'nonfiction', 'historical']"
4987,"['fiction', 'historical', 'nonfiction']"
4989,"['fiction', 'historical', 'nonfiction']"
5015,"['fiction', 'nonfiction', 'poetry']"
5038,"['fantasy', 'fiction', 'romance']"
5043,"['fiction', 'historical', 'fantasy']"
5052,"['mystery', 'fiction', 'historical']"
5053,"['mystery', 'fiction', 'historical']"
5055,"['fiction', 'mystery', 'historical']"
5062,"['fiction', 'mystery', 'historical']"
5064,"['fiction', 'historical', 'romance']"
5068,"['fiction', 'historical', 'nonfiction']"
5084,"['historical', 'fiction', 'nonfiction']"
5091,"['fantasy', 'fiction', 'horror']"
5093,"['fantasy', 'nonfiction', 'fiction']"
5094,"['fantasy', 'fiction', 'nonfiction']"
5096,"['fantasy', 'nonfiction', 'fiction']"
5107,"['historical', 'fiction', 'children']"
5113,"['fiction', 'historical', 'nonfiction']"
5114,"['fiction', 'historical', 'nonfiction']"
5128,"['philosophy', 'fiction', 'nonfiction']"
5129,"['fiction', 'sci-fi', 'historical']"
5130,"['fiction', 'sci-fi', 'historical']"
5139,"['romance', 'fiction', 'nonfiction']"
5148,"['historical', 'fiction', 'children']"
5157,"['fiction', 'romance', 'mystery']"
5158,"['fiction', 'romance', 'nonfiction']"
5159,"['fiction', 'romance', 'fantasy']"
5160,"['historical', 'fiction', 'poetry']"
5161,"['fiction', 'mystery', 'romance']"
5166,"['fiction', 'mystery', 'romance']"
5167,"['fiction', 'historical', 'children']"
5168,"['fiction', 'romance', 'nonfiction']"
5171,"['fiction', 'mystery', 'historical']"
5174,"['fiction', 'historical', 'romance']"
5175,"['fiction', 'romance', 'nonfiction']"
5176,"['fiction', 'romance', 'mystery']"
5179,"['fiction', 'historical', 'romance']"
5180,"['fiction', 'philosophy', 'romance']"
5181,"['fiction', 'children', 'romance']"
5182,"['fiction', 'romance', 'children']"
5186,"['fiction', 'historical', 'nonfiction']"
5187,"['fiction', 'romance', 'children']"
5190,"['fiction', 'romance', 'children']"
5191,"['fiction', 'romance', 'mystery']"
5196,"['romance', 'fiction', 'children']"
5197,"['fiction', 'historical', 'children']"
5198,"['fiction', 'historical', 'romance']"
5203,"['fiction', 'romance', 'philosophy']"
5204,"['fiction', 'children', 'historical']"
5205,"['fiction', 'romance', 'children']"
5211,"['fiction', 'historical', 'nonfiction']"
5246,"['historical', 'fiction', 'children']"
5289,"['historical', 'fiction', 'poetry']"
5296,"['historical', 'fiction', 'romance']"
5297,"['historical', 'fiction', 'horror']"
5306,"['fiction', 'historical', 'horror']"
5308,"['historical', 'fiction', 'children']"
5326,"['historical', 'fiction', 'fantasy']"
5338,"['historical', 'fiction', 'nonfiction']"
5344,"['historical', 'fiction', 'children']"
5345,"['mystery', 'fiction', 'historical']"
5346,"['mystery', 'fiction', 'nonfiction']"
5347,"['fiction', 'mystery', 'horror']"
5348,"['mystery', 'fiction', 'horror']"
5349,"['mystery', 'fiction', 'children']"
5350,"['mystery', 'fiction', 'horror']"
5351,"['mystery', 'fiction', 'horror']"
5352,"['mystery', 'fiction', 'horror']"
5354,"['mystery', 'fiction', 'nonfiction']"
5355,"['mystery', 'fiction', 'horror']"
5356,"['mystery', 'fiction', 'horror']"
5357,"['fiction', 'mystery', 'children']"
5358,"['mystery', 'fiction', 'horror']"
5359,"['mystery', 'fiction', 'nonfiction']"
5360,"['fiction', 'mystery', 'children']"
5364,"['fiction', 'romance', 'fantasy']"
5367,"['fantasy', 'fiction', 'sci-fi']"
5368,"['fiction', 'historical', 'romance']"
5369,"['mystery', 'fiction', 'historical']"
5413,"['horror', 'nonfiction', 'fiction']"
5417,"['horror', 'nonfiction', 'fiction']"
5439,"['fiction', 'nonfiction', 'historical']"
5452,"['fiction', 'romance', 'children']"
5453,"['fiction', 'romance', 'children']"
5454,"['fiction', 'romance', 'children']"
5470,"['fiction', 'sci-fi', 'fantasy']"
5472,"['fiction', 'historical', 'sci-fi']"
5479,"['fiction', 'sci-fi', 'historical']"
5481,"['fiction', 'sci-fi', 'historical']"
5508,"['historical', 'fiction', 'nonfiction']"
5509,"['historical', 'fiction', 'children']"
5517,"['fiction', 'historical', 'children']"
5526,"['romance', 'fiction', 'nonfiction']"
5527,"['fiction', 'historical', 'nonfiction']"
5544,"['nonfiction', 'historical', 'fiction']"
5548,"['nonfiction', 'historical', 'fiction']"
5552,"['nonfiction', 'sci-fi', 'fiction']"
5553,"['fiction', 'nonfiction', 'sci-fi']"
5559,"['historical', 'fiction', 'nonfiction']"
5571,"['graphic', 'nonfiction', 'fiction']"
5575,"['mystery', 'fiction', 'horror']"
5659,"['children', 'historical', 'fiction']"
5693,"['fiction', 'nonfiction', 'historical']"
5695,"['fiction', 'philosophy', 'historical']"
5697,"['fiction', 'historical', 'nonfiction']"
5720,"['fiction', 'mystery', 'horror']"
5752,"['philosophy', 'nonfiction', 'fiction']"
5755,"['fiction', 'nonfiction', 'philosophy']"
5759,"['fiction', 'mystery', 'historical']"
5787,"['fiction', 'nonfiction', 'fantasy']"
5797,"['historical', 'fiction', 'romance']"
5805,"['graphic', 'fiction', 'sci-fi']"
5809,"['fiction', 'historical', 'poetry']"
5826,"['fiction', 'poetry', 'romance']"
5845,"['fiction', 'historical', 'nonfiction']"
5849,"['fiction', 'historical', 'poetry']"
5872,"['fiction', 'historical', 'nonfiction']"
5890,"['historical', 'mystery', 'fiction']"
5907,"['fantasy', 'fiction', 'historical']"
5932,"['historical', 'fiction', 'poetry']"
5936,"['poetry', 'fiction', 'historical']"
5942,"['fiction', 'mystery', 'historical']"
5946,"['fiction', 'historical', 'children']"
5954,"['fiction', 'historical', 'philosophy']"
6138,"['historical', 'mystery', 'fiction']"
6149,"['fiction', 'historical', 'fantasy']"
6150,"['fiction', 'historical', 'children']"
6159,"['fiction', 'fantasy', 'poetry']"
6174,"['historical', 'fiction', 'nonfiction']"
6185,"['historical', 'fiction', 'romance']"
6192,"['fiction', 'historical', 'children']"
6193,"['fiction', 'nonfiction', 'historical']"
6194,"['fiction', 'historical', 'children']"
6259,"['fiction', 'historical', 'romance']"
6288,"['fiction', 'sci-fi', 'horror']"
6294,"['fantasy', 'fiction', 'children']"
6295,"['poetry', 'historical', 'fiction']"
6310,"['children', 'fiction', 'historical']"
6319,"['children', 'fantasy', 'historical']"
6327,"['children', 'fantasy', 'fiction']"
6328,"['children', 'poetry', 'fiction']"
6334,"['fiction', 'sci-fi', 'fantasy']"
6419,"['mystery', 'fiction', 'romance']"
6420,"['mystery', 'fiction', 'romance']"
6422,"['mystery', 'fiction', 'romance']"
6423,"['mystery', 'fiction', 'romance']"
6424,"['mystery', 'fiction', 'romance']"
6425,"['mystery', 'fiction', 'romance']"
6426,"['mystery', 'romance', 'fiction']"
6427,"['mystery', 'fiction', 'romance']"
6440,"['historical', 'fiction', 'horror']"
6462,"['historical', 'fiction', 'nonfiction']"
6514,"['fiction', 'historical', 'romance']"
6520,"['fiction', 'historical', 'nonfiction']"
6526,"['mystery', 'fiction', 'sci-fi']"
6528,"['mystery', 'fiction', 'sci-fi']"
6530,"['mystery', 'fiction', 'sci-fi']"
6531,"['mystery', 'fiction', 'sci-fi']"
6534,"['mystery', 'fiction', 'horror']"
6537,"['mystery', 'fiction', 'sci-fi']"
6538,"['mystery', 'fiction', 'historical']"
6539,"['mystery', 'fiction', 'horror']"
6541,"['mystery', 'fiction', 'sci-fi']"
6551,"['fiction', 'historical', 'poetry']"
6554,"['horror', 'mystery', 'fiction']"
6572,"['horror', 'mystery', 'fiction']"
6588,"['mystery', 'fiction', 'philosophy']"
6596,"['philosophy', 'fiction', 'poetry']"
6613,"['romance', 'fiction', 'nonfiction']"
6614,"['romance', 'fiction']"
6628,"['fiction', 'fantasy', 'mystery']"
6656,"['historical', 'fiction', 'poetry']"
6667,"['historical', 'fiction', 'children']"
6670,"['children', 'fiction', 'fantasy']"
6671,"['children', 'fiction', 'nonfiction']"
6678,"['historical', 'fiction', 'children']"
6687,"['children', 'fiction', 'fantasy']"
6689,"['children', 'fiction', 'fantasy']"
6690,"['children', 'fiction', 'historical']"
6693,"['children', 'fiction', 'fantasy']"
6694,"['children', 'fiction', 'fantasy']"
6697,"['fiction', 'romance', 'children']"
6708,"['philosophy', 'fiction', 'poetry']"
6709,"['philosophy', 'fiction', 'poetry']"
6748,"['fiction', 'nonfiction', 'historical']"
6749,"['fiction', 'nonfiction', 'philosophy']"
6750,"['fiction', 'philosophy', 'poetry']"
6751,"['fiction', 'nonfiction', 'philosophy']"
6753,"['nonfiction', 'fiction', 'poetry']"
6759,"['fiction', 'historical', 'sci-fi']"
6819,"['fiction', 'fantasy', 'sci-fi']"
6820,"['fiction', 'fantasy', 'mystery']"
6853,"['mystery', 'fiction', 'romance']"
6854,"['mystery', 'fiction', 'romance']"
6858,"['mystery', 'fiction', 'romance']"
6862,"['fiction', 'nonfiction', 'poetry']"
6867,"['fiction', 'historical', 'romance']"
6870,"['fiction', 'mystery', 'nonfiction']"
6872,"['fiction', 'mystery', 'horror']"
6882,"['fiction', 'historical', 'horror']"
6900,"['fiction', 'historical', 'philosophy']"
6952,"['fiction', 'fantasy', 'romance']"
6969,"['historical', 'fiction', 'romance']"
6976,"['fiction', 'romance', 'philosophy']"
7035,"['mystery', 'fiction', 'romance']"
7036,"['mystery', 'fiction', 'romance']"
7039,"['mystery', 'fiction', 'romance']"
7053,"['mystery', 'fiction', 'romance']"
7058,"['mystery', 'fiction', 'romance']"
7061,"['mystery', 'fiction', 'nonfiction']"
7062,"['fiction', 'historical', 'nonfiction']"
7069,"['fiction', 'historical', 'poetry']"
7073,"['fiction', 'poetry', 'mystery']"
7081,"['fiction', 'sci-fi', 'fantasy']"
7082,"['sci-fi', 'fantasy', 'fiction']"
7126,"['historical', 'fiction', 'horror']"
7144,"['fiction', 'philosophy', 'mystery']"
7184,"['historical', 'fiction', 'horror']"
7186,"['historical', 'fiction', 'romance']"
7190,"['historical', 'fiction', 'horror']"
7194,"['mystery', 'fiction', 'horror']"
7199,"['fiction', 'mystery', 'historical']"
7201,"['fiction', 'mystery', 'historical']"
7214,"['philosophy', 'fiction', 'historical']"
7244,"['fiction', 'historical', 'philosophy']"
7252,"['historical', 'fiction', 'nonfiction']"
7329,"['fantasy', 'fiction', 'nonfiction']"
