book_id,cont,itemcf,pop,svd,hybrid_score
852,0.7324164347708739,0.0,0.0,0.0,0.07324164347708739
881,0.6356563889080773,0.0,0.0,0.5272615325309555,0.27447025190318997
883,0.5980771771037454,0.0,0.0,0.0,0.05980771771037455
895,0.669138912053284,0.0,0.0,0.0,0.06691389120532841
908,0.5969735467381396,0.0,0.0,0.0,0.059697354673813964
913,0.6586032472902172,0.0,0.0,0.0,0.06586032472902173
916,0.5941520327798155,0.0,0.0,0.0,0.059415203277981554
919,0.6344599852503754,0.0,0.0,0.0,0.06344599852503754
925,0.5930306346578706,0.0,0.0,0.0,0.059303063465787065
930,0.6616509880678176,0.0,0.0,0.0,0.06616509880678177
931,0.5565715655834444,0.0,0.0,0.0,0.055657156558344446
941,0.6707049239331766,0.0,0.0,0.0,0.06707049239331767
948,0.7199231823146419,0.0,0.0,0.0,0.0719923182314642
990,0.6509247190972622,0.0,0.0,0.0,0.06509247190972622
1013,0.5507259368072448,0.0,0.0,0.0,0.05507259368072448
1021,0.7789542221447294,0.0,0.0,0.0,0.07789542221447295
1025,0.684739194449312,0.0,0.0,0.0,0.0684739194449312
1031,0.5668772586779562,0.0,0.0,0.0,0.05668772586779563
1041,0.6833172208630802,0.0,0.0,0.0,0.06833172208630803
1052,0.6329078774163992,0.0,0.0,0.0,0.06329078774163992
1060,0.9390184584344012,0.0,0.0,0.0,0.09390184584344013
1078,0.793182212019456,0.0,0.0,0.0,0.07931822120194561
1079,0.5573743282699475,0.0,0.0,0.0,0.055737432826994754
1082,0.7969922371913052,0.0,0.0,0.0,0.07969922371913052
1101,0.5673755701067005,0.0,0.0,0.0,0.05673755701067005
1102,0.6822708894292036,0.0,0.0,0.0,0.06822708894292036
1115,0.6964991567613434,0.0,0.0,0.0,0.06964991567613435
1157,0.77190307003445,0.0,0.0,0.0,0.07719030700344501
1168,0.5878967255234178,0.0,0.0,0.0,0.05878967255234178
1188,0.6580649913608236,0.0,0.0,0.0,0.06580649913608237
1205,0.8336563922370963,0.0,0.0,0.0,0.08336563922370964
1234,0.6970733878271835,0.0,0.0,0.0,0.06970733878271836
1239,0.6676063799648368,0.0,0.0,0.0,0.06676063799648368
1265,0.7294588514483376,0.8333333333333334,0.0,1.0,0.8062792184781672
1270,0.8186807583039986,0.0,0.0,0.0,0.08186807583039986
1282,0.8181872400309782,0.0,0.0,0.0,0.08181872400309782
1303,0.6040330184539473,0.0,0.0,0.0,0.06040330184539473
1314,0.6590391424213384,0.0,0.0,0.0,0.06590391424213385
1364,0.6796545941691978,0.0,0.0,0.0,0.06796545941691978
1370,0.5582453647304981,0.0,0.0,0.0,0.055824536473049816
1380,0.6282816541322007,0.0,0.0,0.0,0.06282816541322007
1384,0.7300758456385872,0.0,0.0,0.0,0.07300758456385872
1401,0.5724058833806482,0.0,0.0,0.0,0.05724058833806483
1435,0.5564300825992072,0.0,0.0,0.0,0.055643008259920725
1446,0.657436178581202,0.0,0.0,0.0,0.0657436178581202
1449,0.6874285694124784,0.0,0.0,0.0,0.06874285694124785
1460,0.8649195959509126,0.0,0.0,0.0,0.08649195959509126
1462,0.6828674405747512,0.0,0.0,0.0,0.06828674405747513
1494,0.6822708894292036,0.0,0.0,0.0,0.06822708894292036
1500,0.6102003817519781,0.0,0.0,0.0,0.06102003817519781
1515,0.5838076560695551,0.0,0.0,0.0,0.058380765606955515
1538,0.5509622622357708,0.0,0.0,0.0,0.055096226223577086
1561,0.5618151606420669,0.0,0.0,0.0,0.056181516064206696
1601,0.643952650054249,0.0,0.0,0.0,0.0643952650054249
1615,0.6693962198575407,0.0,0.0,0.0,0.06693962198575408
1621,0.7176662094150237,0.0,0.0,0.0,0.07176662094150237
1685,0.6288017860329118,0.0,0.0,0.0,0.06288017860329119
1703,0.8041611345656157,0.0,0.0,0.0,0.08041611345656158
1796,0.633311873941826,0.0,0.0,0.0,0.0633311873941826
1842,0.5522108517938471,0.0,0.0,0.0,0.05522108517938471
1844,0.6755722057711069,0.0,0.0,0.0,0.0675572205771107
1853,0.6835632700784067,0.0,0.0,0.0,0.06835632700784067
1856,0.8203224459618133,0.0,0.0,0.0,0.08203224459618133
1877,0.8142453185135679,0.0,0.0,0.0,0.08142453185135679
1899,0.555343076012734,0.0,0.0,0.0,0.055534307601273404
1915,0.8442046347451233,0.0,0.0,0.0,0.08442046347451233
1920,0.6835228214309883,0.0,0.0,0.0,0.06835228214309884
1927,0.5913667692856943,0.0,0.0,0.0,0.059136676928569436
1942,0.7561819582371221,0.0,0.0,0.0,0.07561819582371221
1969,0.5670516522794917,0.0,0.0,0.0,0.056705165227949175
1970,0.6103042820317452,0.0,0.0,0.0,0.06103042820317453
1976,0.6149935800822526,0.0,0.0,0.0,0.06149935800822526
1978,0.7316134235808749,0.0,0.0,0.0,0.0731613423580875
1992,0.5950334709683287,0.0,0.0,0.0,0.05950334709683287
2002,0.6371142807856234,0.0,0.0,0.0,0.06371142807856234
2018,0.5664315676872196,0.0,0.0,0.0,0.05664315676872196
2020,0.64045311994456,0.0,0.0,0.0,0.064045311994456
2027,0.7445590294443385,0.0,0.0,0.0,0.07445590294443385
2036,0.638791071552161,0.0,0.0,0.0,0.0638791071552161
2053,0.5603015306272512,0.0,0.0,0.0,0.05603015306272512
2060,0.571753086416039,0.0,0.0,0.0,0.057175308641603896
2063,0.7123288390478679,0.0,0.0,0.0,0.0712328839047868
2079,0.6676354307023911,0.0,0.0,0.0,0.06676354307023911
2124,0.6169004320355285,0.0,0.0,0.0,0.06169004320355285
2131,0.686219989301109,0.0,0.0,0.0,0.0686219989301109
2132,0.6549443232794794,0.0,0.0,0.0,0.06549443232794794
2144,0.6371175224301715,0.0,0.0,0.0,0.06371175224301716
2177,0.8185227674677531,0.0,0.0,0.0,0.08185227674677531
2229,0.7184946864991171,0.0,0.0,0.0,0.07184946864991171
2231,0.6118440306717321,0.0,0.0,0.0,0.06118440306717321
2233,0.8566064879965565,0.0,0.0,0.0,0.08566064879965565
2252,0.7225416840056849,0.0,0.0,0.0,0.07225416840056849
2255,0.7626589636824914,0.0,0.0,0.0,0.07626589636824915
2279,0.7577811819282878,0.0,0.0,0.0,0.07577811819282879
2290,0.5519988441836787,0.0,0.0,0.0,0.05519988441836787
2320,0.6729629939585338,0.0,0.0,0.0,0.06729629939585338
2321,0.7577811819282878,0.0,0.0,0.0,0.07577811819282879
2327,0.6585693075596959,0.0,0.0,0.0,0.06585693075596959
2329,0.6678624693297537,0.0,0.0,0.0,0.06678624693297537
2357,0.731619045474952,1.0,0.0,0.41913992058023286,0.6408178727795883
2374,0.6403901994043881,0.0,0.0,0.0,0.06403901994043881
2419,0.693359152672739,0.0,0.0,0.0,0.0693359152672739
2421,0.7351202216697241,0.0,0.0,0.0,0.07351202216697242
2433,0.6382187159024326,0.0,0.0,0.0,0.06382187159024326
2436,0.61010013819417,0.0,0.0,0.0,0.061010013819417
2442,0.6306979439286684,0.0,0.0,0.0,0.06306979439286685
2492,0.5902248206519851,0.0,0.0,0.0,0.059022482065198514
2503,0.8534969230830736,0.0,0.0,0.0,0.08534969230830736
2520,0.6225037363885519,0.0,0.0,0.0,0.062250373638855196
2524,0.6330932478344231,0.0,0.0,0.0,0.06330932478344231
2560,0.6018941104002722,0.0,0.0,0.0,0.06018941104002722
2661,0.7281773383624603,0.0,0.0,0.0,0.07281773383624604
2694,0.7169154482088469,0.0,0.0,0.0,0.07169154482088469
2700,0.585112243840584,0.0,0.0,0.0,0.058511224384058404
2744,0.5938441000471368,0.0,0.0,0.0,0.059384410004713686
2777,0.6584493250194663,0.0,0.0,0.0,0.06584493250194663
2841,0.5758829690949918,0.0,0.0,0.0,0.05758829690949918
2883,0.6698731996942726,0.0,0.0,0.0,0.06698731996942726
2906,0.7314521010375092,0.0,0.0,0.0,0.07314521010375093
2910,0.590501199000321,0.0,0.0,0.0,0.05905011990003211
2912,0.6313391796239405,0.0,0.0,0.0,0.06313391796239405
2925,0.666193136735965,0.0,0.0,0.0,0.06661931367359651
2946,0.7274836688395034,0.0,0.0,0.0,0.07274836688395035
2957,0.6119587756765978,0.0,0.0,0.0,0.06119587756765979
2982,0.6694351007097539,0.0,0.0,0.0,0.06694351007097539
3026,0.7373017893546394,0.0,0.0,0.0,0.07373017893546395
3046,0.6272387441665257,0.0,0.0,0.0,0.06272387441665257
3059,0.708356752057286,0.0,0.0,0.0,0.0708356752057286
3074,0.5842976681358074,0.0,0.0,0.0,0.058429766813580745
3139,0.6179628100935672,0.0,0.0,0.0,0.061796281009356725
3141,0.5919687401831446,0.0,0.0,0.0,0.059196874018314465
3149,0.7071948628053282,0.0,0.0,0.0,0.07071948628053282
3235,0.7067006365211217,0.0,0.0,0.0,0.07067006365211218
3261,0.7747556639057158,0.0,0.0,0.0,0.07747556639057158
3287,0.8732131212027867,0.0,0.0,0.0,0.08732131212027867
3305,0.6841024400851983,0.0,0.0,0.0,0.06841024400851983
3308,0.6465298306876921,0.0,0.0,0.0,0.06465298306876921
3361,0.6395490943130826,0.0,0.0,0.0,0.06395490943130826
3377,0.6633669265117925,0.0,0.0,0.0,0.06633669265117925
3413,0.7964674694751919,0.0,0.0,0.0,0.07964674694751919
3480,0.7086817942854482,0.0,0.0,0.0,0.07086817942854483
3495,0.6510106665953628,0.0,0.0,0.0,0.06510106665953629
3504,0.5523487304225194,0.0,0.0,0.0,0.05523487304225194
3540,0.7538211294530488,0.0,0.0,0.0,0.07538211294530489
3542,0.6729884415514553,0.0,0.0,0.0,0.06729884415514553
3545,0.7197800838108626,0.0,0.0,0.0,0.07197800838108626
3561,0.7623895470550492,0.0,0.0,0.0,0.07623895470550493
3568,0.7021397374066891,0.0,0.0,0.0,0.07021397374066891
3582,0.5651072375902813,0.0,0.0,0.0,0.05651072375902813
3588,0.6940056878694807,0.0,0.0,0.0,0.06940056878694807
3599,0.7746614727729644,0.0,0.0,0.0,0.07746614727729645
3618,0.8120532920707348,0.0,0.0,0.0,0.08120532920707349
3645,0.6140279838668021,0.0,0.0,0.0,0.06140279838668022
3646,0.5707375095114957,0.0,0.0,0.0,0.057073750951149575
3669,0.5655978668079367,0.0,0.0,0.0,0.05655978668079367
3674,0.5673007731854649,0.0,0.0,0.0,0.05673007731854649
3683,0.5731363928584612,0.0,0.0,0.0,0.057313639285846124
3707,0.7317832766060495,0.0,0.0,0.0,0.07317832766060495
3708,0.5621426835585555,0.0,0.0,0.0,0.05621426835585555
3733,0.6451237847489513,0.0,0.0,0.0,0.06451237847489513
3751,0.5613157839429235,0.0,0.0,0.0,0.05613157839429235
3811,0.683384913889882,0.0,0.0,0.0,0.0683384913889882
3815,0.5875807838103881,0.0,0.0,0.0,0.05875807838103882
3821,0.6142704853382106,0.0,0.0,0.0,0.06142704853382106
3822,0.6955035594484025,0.0,0.0,0.0,0.06955035594484026
3828,0.7359849049097884,0.0,0.0,0.0,0.07359849049097884
3869,0.6333238234727188,0.0,0.0,0.0,0.06333238234727188
3885,0.6649745795127169,0.0,0.0,0.0,0.0664974579512717
3896,0.6405214743567025,0.0,0.0,0.0,0.06405214743567025
3903,0.5943778590086883,0.0,0.0,0.0,0.05943778590086884
3905,0.5826119912249785,0.0,0.0,0.0,0.05826119912249786
3933,0.7281773383624603,0.0,0.0,0.0,0.07281773383624604
4013,0.6463520237727312,0.0,0.0,0.0,0.06463520237727312
4015,0.5711321154798978,0.0,0.0,0.0,0.05711321154798979
4035,0.6032120781031414,0.0,0.0,0.0,0.06032120781031414
4039,0.6848028552861383,0.0,0.0,0.0,0.06848028552861384
4050,0.8099595659959542,0.0,0.0,0.0,0.08099595659959542
4079,0.5978245654631091,0.5,0.0,0.46942558522242894,0.4475526906352825
4100,0.6151704722674507,0.0,0.0,0.0,0.06151704722674507
4104,0.7900100983813458,0.0,0.0,0.0,0.07900100983813459
4106,0.6893474508887483,0.0,0.0,0.0,0.06893474508887483
4108,0.5810968156393608,0.0,0.0,0.0,0.05810968156393608
4117,0.5985136434027731,0.0,0.0,0.0,0.05985136434027732
4119,0.5834510544768519,0.0,0.0,0.0,0.05834510544768519
4120,0.8516780517925158,0.0,0.0,0.0,0.08516780517925159
4137,0.7783399424200281,0.0,0.0,0.0,0.07783399424200282
4157,0.573162646752009,0.0,0.0,0.0,0.0573162646752009
4202,0.5686288638689856,0.0,0.0,0.0,0.05686288638689856
4239,0.6081819819287346,0.0,0.0,0.0,0.060818198192873464
4252,0.553719606827374,0.0,0.0,0.0,0.0553719606827374
4260,0.7967470370378884,0.0,0.0,0.0,0.07967470370378885
4284,0.6379757287771404,0.0,0.0,0.0,0.06379757287771404
4309,0.5704635068564268,0.0,0.0,0.0,0.05704635068564268
4364,0.6925399658935929,0.0,0.0,0.0,0.0692539965893593
4388,0.7666064760466043,0.0,0.0,0.0,0.07666064760466043
4391,0.7760067713260745,0.0,0.0,0.0,0.07760067713260746
4394,0.6482689757444617,0.0,0.0,0.0,0.06482689757444618
4397,0.7413947334989814,0.0,0.0,0.0,0.07413947334989815
4427,0.6237152941166166,0.0,0.0,0.0,0.062371529411661665
4451,0.7594000992575447,0.0,0.0,0.0,0.07594000992575448
4462,0.6258011081910655,0.0,0.0,0.0,0.06258011081910655
4465,0.6958885825581818,0.0,0.0,0.0,0.06958885825581818
4489,0.669290306246874,0.0,0.0,0.0,0.0669290306246874
4516,0.7544064092689131,0.0,0.0,0.0,0.07544064092689132
4576,0.6523175194560509,0.0,0.0,0.0,0.06523175194560508
4594,0.6119245087935621,0.0,0.0,0.0,0.06119245087935621
4638,0.5809314214477546,0.0,0.0,0.0,0.058093142144775456
4643,0.6707984233904176,0.0,0.0,0.0,0.06707984233904177
4694,0.7181636781247027,0.0,0.0,0.0,0.07181636781247028
4702,0.601071888489251,0.0,0.0,0.0,0.0601071888489251
4722,0.6472413627842037,0.0,0.0,0.0,0.06472413627842037
4734,0.7481994912299723,0.0,0.0,0.0,0.07481994912299723
4735,0.6402195178052708,0.0,0.0,0.0,0.06402195178052708
4740,0.5857859454370351,0.0,0.0,0.0,0.05857859454370351
4748,0.6967305317865999,0.0,0.0,0.0,0.06967305317866
4796,0.5730716179391173,0.0,0.0,0.0,0.05730716179391174
4824,0.7396184827255599,0.0,0.0,0.0,0.07396184827255599
4836,0.7396254912650055,0.0,0.0,0.0,0.07396254912650056
4843,0.8725296903761917,0.0,0.0,0.0,0.08725296903761917
4850,0.8273350484838948,0.0,0.0,0.0,0.08273350484838948
4852,0.669002332622441,0.0,0.0,0.0,0.0669002332622441
4861,0.608180715838103,0.0,0.0,0.0,0.0608180715838103
4865,0.6139327482740062,0.0,0.0,0.0,0.061393274827400625
4866,0.5866972548922846,0.0,0.0,0.0,0.05866972548922847
4873,0.5871824928923322,0.0,0.0,0.0,0.05871824928923322
4879,0.7215487679721193,0.0,0.0,0.0,0.07215487679721193
4890,0.5670008584952715,0.0,0.0,0.0,0.056700085849527154
4932,0.925056311445269,0.0,0.0,0.0,0.09250563114452691
4949,0.705567021314359,0.0,0.0,0.0,0.0705567021314359
4956,0.7191053554269642,0.0,0.0,0.0,0.07191053554269643
4994,0.68415308075032,0.0,0.0,0.0,0.068415308075032
5005,0.6198876585589963,0.0,0.0,0.0,0.06198876585589963
5008,0.6653284851029739,0.0,0.0,0.0,0.0665328485102974
5009,0.6620102043922482,0.0,0.0,0.0,0.06620102043922482
5027,0.7930867766341436,0.0,0.0,0.0,0.07930867766341437
5059,0.6042371932857227,0.0,0.0,0.0,0.06042371932857227
5070,0.643454868970039,0.0,0.0,0.0,0.06434548689700391
5116,0.6291795110209799,0.0,0.0,0.0,0.062917951102098
5126,0.6103626823659201,0.0,0.0,0.0,0.06103626823659201
5152,0.660543627098229,0.0,0.0,0.0,0.0660543627098229
5155,0.6095548790606766,0.0,0.0,0.0,0.06095548790606767
5198,0.6164579785680249,0.0,0.0,0.0,0.06164579785680249
5215,0.9280402352173172,0.0,0.0,0.0,0.09280402352173173
5228,0.6025478884483082,0.0,0.0,0.0,0.06025478884483082
5244,0.6267347872401401,0.0,0.0,0.0,0.062673478724014
5258,0.750109128355855,0.0,0.0,0.0,0.0750109128355855
5274,0.6106508165410758,0.0,0.0,0.0,0.06106508165410758
5286,0.8617637053114289,0.0,0.0,0.0,0.0861763705311429
5334,0.6265439591728899,0.0,0.0,0.0,0.06265439591728898
5349,0.6220998647336702,0.0,0.0,0.0,0.06220998647336702
5387,0.6463029050220488,0.0,0.0,0.0,0.06463029050220488
5394,0.7423852275426082,0.0,0.0,0.0,0.07423852275426082
5453,0.5998856912961132,0.0,0.0,0.0,0.05998856912961133
5471,0.7527849023020072,0.0,0.0,0.0,0.07527849023020072
5478,0.626227047144887,0.0,0.0,0.0,0.0626227047144887
5483,0.6240754993627615,0.0,0.0,0.0,0.062407549936276153
5496,1.0,0.0,0.0,0.0,0.1
5514,0.5595884426053259,0.0,0.0,0.0,0.055958844260532596
5524,0.6914985380107566,0.0,0.0,0.0,0.06914985380107566
5527,0.6174966445802708,0.0,0.0,0.0,0.06174966445802708
5556,0.5872098802269745,0.0,0.0,0.0,0.05872098802269746
5592,0.7510674814000191,0.0,0.0,0.0,0.07510674814000191
5593,0.6631677722916345,0.0,0.0,0.0,0.06631677722916345
5603,0.7196945025113659,0.0,0.0,0.0,0.07196945025113659
5610,0.7752074934162034,0.0,0.0,0.0,0.07752074934162034
5640,0.6038332676296976,0.0,0.0,0.0,0.06038332676296976
5657,0.6115601233277332,0.0,0.0,0.0,0.061156012332773325
5663,0.5793805990637284,0.0,0.0,0.0,0.057938059906372845
5670,0.9106085306368832,0.0,0.0,0.0,0.09106085306368833
5675,0.7480640036588659,0.0,0.0,0.0,0.0748064003658866
5690,0.6465881726457563,0.0,0.0,0.0,0.06465881726457563
5698,0.727986991077876,0.0,0.0,0.0,0.0727986991077876
5699,0.5670222735301576,0.0,0.0,0.0,0.056702227353015756
5745,0.5511853487571563,0.0,0.0,0.0,0.055118534875715636
5765,0.6463093019340789,0.0,0.0,0.0,0.06463093019340789
5784,0.7327766077743825,0.0,0.0,0.0,0.07327766077743825
5786,0.6106147688304369,0.0,0.0,0.0,0.06106147688304369
5787,0.5985826404139207,0.0,0.0,0.0,0.05985826404139208
5796,0.771638493683175,0.0,0.0,0.0,0.07716384936831751
5873,0.6406667496612823,0.0,0.0,0.0,0.06406667496612824
5882,0.599352261324593,0.0,0.0,0.0,0.0599352261324593
5933,0.5832695266934254,0.0,0.0,0.0,0.05832695266934254
5995,0.555845047488378,0.0,0.0,0.0,0.055584504748837804
6021,0.571352187799939,0.0,0.0,0.0,0.057135218779993904
6032,0.6175566556240717,0.0,0.0,0.0,0.06175566556240717
6033,0.645134553347283,0.0,0.0,0.0,0.0645134553347283
6065,0.8589572418521965,0.0,0.0,0.0,0.08589572418521965
6095,0.6301522490516256,0.0,0.0,0.0,0.06301522490516256
6120,0.6598936380395064,0.0,0.0,0.0,0.06598936380395064
6149,0.5846634393889414,0.0,0.0,0.0,0.05846634393889414
6157,0.6160181424298674,0.0,0.0,0.0,0.06160181424298675
6168,0.7932213143792282,0.0,0.0,0.0,0.07932213143792283
6170,0.6490332946773743,0.0,0.0,0.0,0.06490332946773743
6177,0.600707325721378,0.0,0.0,0.0,0.0600707325721378
6180,0.5876250865268604,0.0,0.0,0.0,0.05876250865268604
6241,0.7091114121989566,0.0,0.0,0.0,0.07091114121989565
6245,0.7207057159599126,0.0,0.0,0.0,0.07207057159599127
6257,0.8613151709148918,0.0,0.0,0.0,0.0861315170914892
6258,0.5776723902667125,0.0,0.0,0.0,0.05776723902667125
6305,0.5931249742240765,0.0,0.0,0.0,0.059312497422407656
6307,0.60874279512908,0.0,0.0,0.0,0.060874279512908004
6335,0.5590154786145609,0.0,0.0,0.0,0.0559015478614561
6351,0.569862868980082,0.33333333333333337,0.0,0.0,0.19031962023134155
6392,0.5943816473781465,0.0,0.0,0.0,0.05943816473781465
6426,0.60310487642002,0.0,0.0,0.0,0.060310487642002
6441,0.6274761263552735,0.0,0.0,0.0,0.06274761263552735
6450,0.7280162607484086,0.0,0.0,0.0,0.07280162607484086
6453,0.6497289818585248,0.0,0.0,0.0,0.06497289818585249
6454,0.6564717770287631,0.0,0.0,0.0,0.06564717770287631
6491,0.5901988545989547,0.0,0.0,0.0,0.05901988545989548
6518,0.904817271390622,0.0,0.0,0.0,0.0904817271390622
6521,0.629240628358275,0.0,0.0,0.0,0.06292406283582751
6548,0.6689280357134164,0.0,0.0,0.0,0.06689280357134164
6559,0.6478055044748101,0.0,0.0,0.0,0.06478055044748102
6599,0.6915573359384612,0.0,0.0,0.0,0.06915573359384612
6605,0.5943888481854085,0.0,0.0,0.0,0.05943888481854085
6617,0.7398620361894277,0.0,0.0,0.0,0.07398620361894277
6620,0.5512350172436109,0.0,0.0,0.0,0.05512350172436109
6636,0.5880947388541349,0.0,0.0,0.0,0.058809473885413494
6637,0.7756430401009589,0.0,0.0,0.0,0.0775643040100959
6687,0.5626879623933654,0.0,0.0,0.0,0.05626879623933654
6764,0.6995008283892608,0.0,0.0,0.0,0.06995008283892608
6825,0.5910322290965653,0.0,0.0,0.0,0.05910322290965653
6857,0.5799035564240991,0.0,0.0,0.0,0.05799035564240991
6875,0.5527754067688597,0.0,0.0,0.0,0.05527754067688598
6879,0.7319592951442868,0.0,0.0,0.0,0.07319592951442869
6894,0.5808770789393616,0.0,0.0,0.0,0.058087707893936164
6932,0.5977551674941166,0.0,0.0,0.0,0.059775516749411665
6954,0.7155767983775445,0.0,0.0,0.0,0.07155767983775445
6971,0.5555699396216225,0.0,0.0,0.0,0.05555699396216225
6988,0.653918490124779,0.0,0.0,0.0,0.0653918490124779
6990,0.5797419062264006,0.0,0.0,0.0,0.057974190622640066
6996,0.5720810318201492,0.0,0.0,0.0,0.05720810318201493
